chain,project,symbol,tvlUsd,apyBase,apyReward,apy,apyPct7D,mu,sigma,count,predictedClass,predictedProbability,pool
Base,uniswap-v3,BITCOIN-WETH,194306,63.32656,,63.32656,,33.01067,1.42022,177,Down,95.0,f49e8e9a-f30d-45c9-bd7b-ab6c518cc65d
Sui,turbos,TURBO-SUI,22039,52.56734,10.62785,63.19519,-47.63109,253.83616,3.63948,21,Down,71.0,8dde4f1f-8406-4abe-8c1f-47bfa007636d
Ethereum,uniswap-v3,PANDA-WETH,23512,63.10606,,63.10606,,21.3608,1.82629,575,Down,97.0,23d7060e-ed74-4c44-812c-b1cb3c3bc14c
Base,aerodrome-v1,WETH-SYRUP,468450,,63.08258,63.08258,,70.47648,1.2652,8,Down,90.0,290f39c8-c185-496a-afb3-5d6ad2a76c45
Ethereum,uniswap-v3,TONCOIN-USDT,751090,63.07884,,63.07884,32.72673,38.11598,1.5961,613,Down,98.0,9d50650a-707e-4bee-b0fd-bed28af72817
Polygon,uniswap-v3,USDC-WETH,2980448,63.01797,,63.01797,28.80605,38.98986,0.95113,817,Down,70.0,7755b02a-ba25-4025-85c7-77908d78c486
Base,aerodrome-v1,JARVIS-WSTETH,278203,,63.01078,63.01078,-12.09495,69.64263,0.48149,50,Down,85.0,701649a2-6707-4e89-913d-4f997105ef6b
Polygon,uniswap-v3,WETH-SOL,529340,62.99689,,62.99689,-24.63766,61.01722,1.2636,171,Down,61.0,44aae084-6b3f-4990-b946-3084de98fc9a
Linea,lynex-fusion,WBTC-WETH,519369,62.97277,0.0,62.97277,0.32856,38.83447,0.61572,65,Down,100.0,5b8c1586-4cf0-48ec-b04e-e5841f5f22c4
Optimism,velodrome-v2,USDC-TAROT,750664,,62.92566,62.92566,-10.69662,45.22364,0.86177,348,Down,88.0,1f6ca255-d8b4-4c72-b71a-2cf4933f1ff6
Arbitrum,beefy,RDNT-WETH,27888,,,62.90199,-7.35863,34.90036,1.08162,411,Down,82.0,290fa96d-a24f-4063-a94d-4bd9a16f067c
Base,beefy,SPX-WETH,51597,,,62.77273,-2.42816,193.42147,3.78454,45,Down,66.0,fc789ae7-9b62-4c89-9d98-2b39e97432ee
Base,aerodrome-v1,FBOMB-WSTETH,16454940,,62.58816,62.58816,36.59282,106.27554,2.29681,246,Down,77.0,88715a5e-01f5-4489-ba7f-75dba3cfe18c
Ethereum,convex-finance,ULTRA-USDC,107340,0.03,62.53915,62.56915,-37.54011,30.84302,0.82525,142,Down,93.0,1dd2fd86-70c1-42af-90a9-838747b7e6c2
Base,uniswap-v3,ILOVEYOU-WETH,10361,62.48531,,62.48531,,62.48531,0.0,1,,,739f5b82-3026-46d8-beb4-45cf9d8387c2
Arbitrum,uniswap-v3,WETH-USDC.E,4650068,62.39478,,62.39478,17.26654,49.3674,1.1638,913,Down,77.0,9fb44210-2b23-4b7d-8f2f-aba82b93843e
Ethereum,yearn-finance,SDYFI,672139,10.5537,51.74993,62.30363,-27.37718,55.88532,1.46524,180,Down,75.0,a4a1ac9c-32d6-4807-901d-392f425b1f1c
Arbitrum,gamma,TBTC-WETH,18771,62.27841,0.0,62.27841,38.62413,14.00595,0.65847,127,Down,97.0,e300ae69-6dbe-4dcb-b954-bf2d014fb1d9
BSC,uniswap-v3,TONCOIN-WBNB,15645,62.23825,,62.23825,38.3006,47.29666,1.36166,193,Down,94.0,d02338f2-3159-4d9e-936f-9040831c1d67
Arbitrum,joe-v2.1,WETH-USDT,23852,62.10075,,62.10075,60.22317,62.26252,2.00201,528,Down,92.0,fccbe9d2-5da6-48ad-a52f-9b8c9260f726
Ethereum,pancakeswap-amm-v3,HEX-WETH,441423,62.08514,,62.08514,10.73246,13.21691,0.89324,257,Down,99.0,139ac970-33af-48fe-935f-1fd235ad39c2
Algorand,compx,ALGO-COOP,25566,62.0182,,62.0182,,58.74065,0.15147,2,,,7c651642-480f-4223-950c-99e6bd339e9b
Avalanche,beefy,BTCB-WAVAX,17203,,,62.01701,,49.36792,2.08062,29,Down,93.0,97aed677-38fb-4a94-abd1-47343d7b51ca
Arbitrum,uniswap-v3,WETH-NST,550370,62.00131,,62.00131,41.48411,30.66982,1.2953,245,Down,85.0,16c09aa8-dc98-4c34-8d14-ebebccae7cf4
Arbitrum,beefy,USDC-WETH,43783,,,61.98831,38.88464,55.61955,2.97486,149,Down,54.0,1e84d670-a74d-4000-b9a4-e3e63263d670
Ethereum,uniswap-v3,WSM-WETH,13825,61.98039,,61.98039,53.9665,39.93414,3.73561,421,Down,88.0,d215a88c-1a78-44e1-bb7e-a5376c852bf7
Arbitrum,beefy,WETH-USDCE,66973,,,61.9627,-41.24373,60.79982,2.13746,147,Down,64.0,c3cfd32d-4e0f-4792-a0df-ade4b341bf45
Arbitrum,uniswap-v3,PEAR-WETH,34326,61.95126,,61.95126,-18.70008,105.30449,1.97739,23,Down,75.0,9984360f-b781-4018-9d54-3444c4ea6c55
Solana,kamino-liquidity,SOL-GMT,10017,61.92864,0.0,61.92864,,39.21383,2.88342,68,Down,82.0,c3f361bb-c5ed-4fdf-97a9-b4f84f841262
Arbitrum,camelot-v3,PENDLE-WETH,2264476,61.90978,,61.90978,-11.72109,95.65898,2.21489,406,Stable/Up,64.0,ad4fc370-78de-4203-9146-d7545a3f895f
Base,beefy,TBTC-USDC,67918,,,61.89823,3.58352,34.09311,0.711,55,Down,89.0,2fd68367-6ab3-4f98-b353-80d463d8780d
Arbitrum,pancakeswap-amm-v3,WETH-USDC,944120,30.90001,30.99725,61.89725,14.4148,79.55609,0.9772,433,Down,75.0,3da6f0fe-a294-4228-8f4a-5705ac7a2085
Arbitrum,gamma,PENDLE-WETH,285790,61.89152,0.0,61.89152,39.84538,85.11785,1.85708,496,Down,54.0,5f6e92d2-1679-4fba-8b93-159a9b85deae
Solana,orca,BAT-USDC,22168,61.87668,,61.87668,23.40921,12.63874,0.7154,658,Down,94.0,fddd85b5-56d7-49f6-981c-58547d2b0727
Ethereum,uniswap-v3,TBANK-WETH,102960,61.69191,,61.69191,-118.35694,39.59415,2.23198,272,Down,99.0,93068b2b-ecb5-4c3c-a807-6ebace9c3442
Ethereum,uniswap-v2,DUCKY-WETH,444530,61.68735,,61.68735,-238.13378,205.23143,3.50298,19,Stable/Up,63.0,59ce1b82-56f2-42c2-b68b-cac3c6b1995a
Arbitrum,camelot-v3,WETH-LINK,1441380,61.65364,,61.65364,-234.02448,49.02404,1.35604,383,Down,57.99999999999999,c86c7089-2962-4d6f-b9cd-509752b7f7ea
Polygon,uniswap-v3,WMATIC-WETH,3084824,61.59145,,61.59145,27.46519,17.46204,0.80137,817,Down,88.0,d8ce4c9a-f1cf-4792-ad78-b5446d06a650
Optimism,uniswap-v3,USDC-WBTC,670307,61.55193,,61.55193,27.82157,45.91371,1.43413,271,Down,51.0,4345a73f-d277-48e5-a897-721049a7886e
Sui,cetus-amm,USDT-SUI,88779,61.54499,0.0,61.54499,25.76819,59.93201,1.47881,311,Down,96.0,e45627bd-7e89-4181-a816-d47c22178425
Arbitrum,joe-v2.1,WETH-USDC.E,124561,61.53846,,61.53846,31.95788,62.59853,1.86815,530,Down,69.0,551d29a6-0644-4b34-8a3b-c03138390938
Ethereum,curve-dex,SUSD-CRVUSD,19932,0.09,61.39232,61.48232,10.41971,10.49897,0.39122,513,Down,83.0,15cbe783-dc40-4533-aa60-94b8d338aa7c
Base,alien-base-v3,ALB-WETH,4863927,61.47904,0.0,61.47904,41.30239,50.33519,1.87029,50,Down,65.0,e65dd833-6304-4535-be7d-ae722083890c
Base,aerodrome-v1,FUSE-WETH,26942,,61.46259,61.46259,,94.53218,1.17355,44,Down,69.0,a19a1bed-1880-40ff-a285-c96fa9b60b43
Arbitrum,balancer-v2,DFX-WETH,26578,3.44947,58.00759,61.45707,-0.05572,62.18938,1.585,202,Down,62.0,49ff5382-d2de-4847-87f3-ca4b14f2dc17
Optimism,uniswap-v3,WETH-WLD,297325,61.44353,,61.44353,8.60159,101.80882,1.84948,367,Stable/Up,56.99999999999999,bd4d7b1c-a0d8-42ab-a0e8-a2e7c9ad3dfb
Cardano,liqwid,USDM,155925,32.80215,28.56,61.36215,-10.92387,22.73401,0.95543,77,Down,95.0,ce3021c9-af52-46b0-a61a-3e92acdfd79b
Solana,kamino-liquidity,SOL-GME,17118,61.35677,0.0,61.35677,-13.17952,164.59867,6.45069,164,Down,82.0,78bbe71f-83a4-42e5-8f37-35508ffead8c
Arbitrum,pancakeswap-amm-v3,PENDLE-USDT,50846,61.2685,,61.2685,,51.37118,0.34356,3,,,c0887d4e-ec46-401f-83a4-65c01420705d
Flare,sparkdex-v3.1,WETH-USDC.E,526325,6.88964,54.36754,61.25718,6.95926,44.76467,0.87395,35,Down,97.0,a7c7e066-6184-496c-848c-85dce9fd509e
Linea,lynex-fusion,VAMM-USDC-MENDI,406151,61.11446,0.0,61.11446,1.18809,75.57949,0.48216,65,Down,92.0,8f7642e2-9801-4686-8860-76c1444022ef
Solana,orca,JUP-USDC,341778,61.0487,,61.0487,-29.84727,106.53626,2.6473,299,Stable/Up,51.0,dc885455-2ca1-4103-8a09-9491169610fd
Solana,kamino-liquidity,SOL-MOBILE,342502,60.96648,0.0,60.96648,37.03225,75.49798,6.22529,355,Down,79.0,1c2cdf23-edf1-4183-a53e-491d8f951801
Solana,orca,SOL-BOYS,21787,60.91883,,60.91883,,107.82545,2.43195,6,,,da2cdcc1-1f15-4444-a024-4f25d2419418
Ethereum,uniswap-v2,KIBSHI-WETH,1125521,60.88407,,60.88407,-54.97972,38.49836,1.54764,295,Down,89.0,072f98e7-dcc6-4382-8004-71d297338690
Arbitrum,uniswap-v3,WETH-USDT,2168143,60.78699,,60.78699,-66.24391,22.65229,1.25757,350,Down,97.0,b644954f-a623-4804-948c-18f6bfc86de0
Arbitrum,gmx-v2-perps,ETH-USDC,372529,60.74274,,60.74274,,57.91489,0.14592,7,Down,60.0,08ecb05c-37f2-49c7-a3d7-c34509678280
Arbitrum,acryptos,WETH-USDC-500,14787,,,60.73,-3.51,90.30587,2.35696,411,Down,64.0,fb7b4a07-a672-4c2f-9f10-c108a102c58f
Polygon zkEVM,gamma,MATIC-USDC,16238,60.72597,0.0,60.72597,,28.68534,1.04269,129,Down,90.0,c49b1a30-4e51-4c86-9366-a2f8dfb551f6
Ethereum,uniswap-v3,1INCH-WETH,498777,60.68896,,60.68896,20.98708,11.02139,0.92564,967,Down,99.0,4c979125-9d0c-474d-a568-47de0988a5f0
Cardano,minswap,ADA-DJED,816326,45.61,15.07,60.68,10.16,20.70726,0.4515,141,Down,100.0,20aa3b87-23d4-4b89-b48a-2db831806f98
Base,uniswap-v3,FATRAT-WETH,29190,60.66971,,60.66971,,54.88109,0.27194,2,,,5fb131f2-425c-42c9-b4fc-050378ff48de
zkSync Era,pancakeswap-amm-v3,WETH-MEOW,109932,60.66564,,60.66564,33.38184,25.43184,1.21546,54,Down,100.0,9e64c4c5-0c1b-43ff-afa1-b174af1cfcbd
Arbitrum,ramses-cl,ARB-RAM,29987,60.6121,0.0,60.6121,50.69649,29.88281,1.74369,221,Down,82.0,a2e7f910-44eb-4e32-a651-16005d249ff3
Polygon zkEVM,gamma,MATIC-USDC,16069,60.56388,0.0,60.56388,30.68577,33.51806,1.09507,527,Down,87.0,92f8197d-3ebc-4c0e-bb82-99fabc539a3d
Optimism,velodrome-v2,USDC-PERP,309494,,60.45534,60.45534,13.76853,67.84708,1.32116,230,Down,69.0,43eed991-14bb-4d3b-90a3-7d0023cdf3f8
Base,uniswap-v3,WETH-WEIRDO,248871,60.44894,,60.44894,,90.07128,2.34598,138,Stable/Up,71.0,3c7795de-9fc5-4939-b52c-7ed559d7ab50
Ethereum,notional-v3,BALANCER-RSETH-WETH,1445756,60.415,,60.415,12.37801,60.04734,0.41369,72,Down,91.0,48ccabd1-50c2-4d38-897b-f0904957a2bc
Base,uniswap-v3,WETH-MOCHI,585323,60.34076,,60.34076,,151.57438,3.64978,273,Down,56.00000000000001,b5788765-cbeb-4032-b20a-c85663b30925
Avalanche,joe-dex,KIMBO-WAVAX,1023998,60.25173,,60.25173,48.69294,45.28109,2.79738,344,Down,69.0,b89cd4b8-6ac9-4d03-a03a-5c6af8d72948
Cardano,minswap,ADA-CLAY,145928,4.86,55.35,60.21,-7.33,31.4272,0.43192,141,Down,92.0,cca0a561-2174-46ff-b796-48c1a4715dd4
Hedera,saucerswap,USDC-SAUCE,227022,15.67812,44.51996,60.19807,-25.00669,44.86665,0.54791,784,Down,95.0,bb5fb8d1-5ac9-4e53-9144-e52c1261ba68
Polygon,uniswap-v3,USDC-MKR,10150,60.11884,,60.11884,,41.89105,0.44966,5,,,92cb9efd-a139-487c-aa4b-2884e99c3d29
Ethereum,uniswap-v2,CSWAP-WETH,2336214,60.02758,,60.02758,46.2549,25.66117,1.55039,262,Down,82.0,f38761d4-3bb9-4af0-ace6-160988c47b3e
Avalanche,uniswap-v3,WAVAX-USDC,78010,59.96784,,59.96784,37.50056,35.85036,1.51768,342,Down,82.0,46b50f60-712d-4863-9892-5744a500915e
Polygon,aura,WETH-MIMO,29769,,59.96309,59.96309,2.6525,45.41664,0.39236,148,Down,78.0,d2541b55-19f0-48f4-bc70-6e55eb99bdb6
Solana,kamino-liquidity,SHDW-SOL,74715,59.95081,0.0,59.95081,-643.12285,76.62509,3.20803,320,Down,79.0,1848ccaa-6f2e-432b-a6c9-9d59f65d6499
Optimism,beefy,BEVELO,655218,,,59.94536,-34.70709,90.02445,0.60221,231,Down,64.0,a9001ae6-9fd5-4705-a24d-8da5f44db62a
Ethereum,uniswap-v3,BEAM-WETH,940293,59.9352,,59.9352,2.13271,80.35156,2.66961,345,Down,95.0,c97a077d-a993-42fc-b6b1-d605bb56836b
Ethereum,uniswap-v2,LMEOW-WETH,2298189,59.88059,,59.88059,0.8344,50.04539,1.96596,266,Down,66.0,ab021482-2488-4bdb-bdc4-5ceb333d6d1e
Base,uniswap-v3,FROMAGE-WETH,55228,59.76031,,59.76031,,221.73593,5.19867,2,,,e517611a-0b62-45b6-bd2c-485802b0014e
Polygon,uniswap-v3,GRT-WETH,74335,59.74958,,59.74958,-86.93641,37.39307,1.43825,610,Down,83.0,3cd34141-cc05-4f6f-81a0-b21a205b7336
Arbitrum,jones-dao,ETH-USDC,101501,52.78784,6.88722,59.67507,-2.22656,59.52789,1.17892,95,Down,61.0,de93584a-20e1-4b65-9522-ecbf0dcc28b2
Solana,kamino-liquidity,SOL-USDC,1383613,59.59922,0.0,59.59922,48.45445,60.44499,2.42583,358,Down,87.0,46495b67-7477-48ee-bf03-0637cb2e1aec
Ethereum,smartcredit,SMARTCREDIT,402732,50.95,8.64,59.59,-0.01,61.88356,0.09291,625,Down,97.0,2ad10f7a-e6a2-4547-b824-d72b0bf14704
Arbitrum,jones-dao,BTC-ETH,58409,47.81006,11.77424,59.5843,23.43854,36.65886,0.84481,101,Down,86.0,3290f455-57b9-45bc-ab62-a43f5311ab9d
Ethereum,uniswap-v3,ALPH-USDT,1022174,59.56104,,59.56104,-110.72596,86.89223,2.76114,354,Down,92.0,2e7161f9-f883-4f64-a159-97d14a78c96a
Solana,orca,BONK-USDC,534391,59.56094,,59.56094,-180.06429,39.89194,2.54415,576,Down,98.0,baf12d42-8231-4a27-a3f6-c3ed2b0bfa97
Optimism,beefy,WSTETH-USDC,193481,,,59.50462,-2.13717,25.99127,0.7059,107,Down,82.0,15edba14-b13f-4d5b-8198-dbf3553b046a
Ethereum,convex-finance,USDT-AUSD₮,116906,0.0,59.49005,59.49005,59.49005,8.47498,0.46212,137,Down,83.0,d7054e22-8168-4a25-8534-f082da29d565
Polygon,uniswap-v3,WMATIC-WETH,13803,59.48988,,59.48988,,19.60158,1.4662,498,Down,92.0,d30da744-9005-4202-a24f-0055bc6bc09f
Linea,lynex-fusion,VAMM-M-BTC-WETH,20448,59.47884,0.0,59.47884,35.61344,35.89898,0.51612,61,Down,81.0,0c3e79e8-d15f-445f-89fc-1df1924869fa
Optimism,velodrome-v2,EXTRA-USDC,12009,,59.46821,59.46821,15.15401,71.84966,1.26415,402,Down,54.0,cb08ab8c-8170-4da8-a9e0-30d06bb0ab5a
Polygon,merkl,WPOL-LAND,37671,,59.41287,59.41287,-1.73713,78.78122,1.13761,110,Down,52.0,17b80053-2fb7-4bee-96dc-e036f0115765
Avalanche,uniswap-v3,WSAC-USDC,63182,59.3789,,59.3789,30.03025,17.29163,0.85277,57,Down,91.0,6fe5f1a4-776f-48da-945f-c21d52426d13
Ethereum,uniswap-v3,PRIME-WETH,5189683,59.34854,,59.34854,59.34854,53.39338,1.82853,468,Down,61.0,c6509e44-14b1-48d6-a6dc-bb180cf9bc59
Solana,orca,SOL-MANYU,10690,59.27683,,59.27683,-671.21243,841.18629,5.39738,53,Down,85.0,4cf44398-9bb2-4cbe-ae6c-7084028f354a
Re.al,pearl-v2,UKRE-ARCUSD,733517,,59.2381,59.2381,-2.84924,61.79231,1.87449,162,Down,83.0,af7247a8-47e4-4b72-ab5d-d0c79adfa712
Ethereum,sushiswap,WXRP-WETH,12275,59.21959,0.0,59.21959,2.34041,7.03776,1.17295,285,Down,98.0,5890d5dd-66e2-476a-bfc7-9d56d274d43e
Ethereum,stakedao,SDT-CVGSDT,174454,0.01,59.18063,59.19063,29.92844,19.57402,0.54687,129,Down,96.0,f12b8f0c-0146-4ead-9189-ffe60ee0ed61
Optimism,beefy,WLD-WETH,19542,,,59.19027,5.46875,124.23968,3.91846,148,Down,61.0,c492936f-e64a-4890-a407-0828d5dacb7c
Polygon,sushiswap,SUSHI-WETH,16462,59.16458,0.0,59.16458,55.78839,12.82022,0.65273,982,Down,99.0,8a70990a-65d3-4434-849d-af454fa4712a
Solana,orca,SOL-CHUD,19728,59.12719,,59.12719,-110.06703,152.36226,3.52974,196,Down,87.0,4e0df68c-d9bb-4917-954b-44989a4b4868
Ethereum,uniswap-v3,1INCH-USDC,457686,59.11464,,59.11464,37.70509,20.85996,1.43587,947,Down,97.0,868b470f-414c-4d9d-b066-8cb2876fbf05
Defichain,defichain-dex,DOT-DFI,25148,59.10459,0.0,59.10459,57.81342,18.411,1.26754,461,Down,92.0,e9488d5d-61a7-4c20-82b2-4d63e95fa3a3
Arbitrum,uniswap-v3,WETH-USD+,1606182,59.0887,,59.0887,24.0128,68.52305,1.581,105,Stable/Up,53.0,34331469-15f0-4da2-9205-69816a7c26f3
Linea,beefy,USDC-LYNX,38289,,,59.02981,-129.46025,144.90821,2.87823,231,Down,76.0,6703217f-d73c-4614-974d-ccfbc603d8b4
Base,pancakeswap-amm-v3,WEETH-WETH,300525,24.39566,34.60298,58.99864,24.02491,33.00743,0.47068,37,Down,95.0,f1de928f-0c0d-469f-8afe-50a30f7d168d
Cardano,minswap,ADA-RAKER,37674,3.07,55.91,58.98,2.51,66.89282,0.75556,139,Down,71.0,4294d354-b1bc-4a7f-b498-2879e0283fc6
Polygon,quickswap-dex,GLM-WETH,146095,58.96694,,58.96694,55.87388,7.75924,0.71817,984,Down,95.0,e4ef60f3-3822-494f-965b-8ff54247aefe
Polygon,uniswap-v3,WMATIC-WETH,1253493,58.95435,,58.95435,-6.01051,31.55092,0.84071,817,Down,93.0,684919ff-13a1-4bae-83ac-249ae1424905
Base,uniswap-v3,IHAVENOIDEAWHATIMDOING-WETH,24925,58.89411,,58.89411,,434.94375,6.82177,4,,,bccafdab-ab10-4dd0-a3f1-1b93f2fc9f5f
Solana,orca,BLSEYE�-COST,10014,58.89132,,58.89132,,114.16816,1.55557,9,Down,65.0,e8225c2d-e91f-407c-90ac-02063f9a07d6
Ethereum,convex-finance,CRVUSD,508353,58.8308,0.0,58.8308,43.27734,18.57947,0.50767,23,Down,93.0,3fe5c41d-5a6a-4df3-a625-592f32349baf
Solana,orca,SPDR-USDC,23570,7.43836,51.36221,58.80057,-2.40182,73.0528,1.51003,343,Down,92.0,1c9a5b3b-16ee-46ba-a3c4-b4a9bb50ae07
Solana,orca,POPCAT-$WIF,224598,58.60467,,58.60467,-260.31342,205.25664,2.82782,100,Down,75.0,80f95fc2-52ed-4ccd-90dc-b0eb8dee7b3e
Ethereum,sushiswap,WETH-FOLD,19273,58.55799,0.0,58.55799,-1.54971,22.02404,1.14774,1003,Down,95.0,bae3cf97-0b4e-492d-936a-df321cab4ff2
Base,extra-finance,TKN-AERO,23391,58.51865,,58.51865,-254.45145,510.63121,5.2855,198,Down,84.0,cd47fd49-1a47-433c-960c-3ade3ef30582
Ethereum,uniswap-v3,WOJAK-WETH,484214,58.46742,,58.46742,15.23967,55.86931,3.27471,581,Down,80.0,ca871c6e-3688-4be1-8be6-c3d793e34849
Ethereum,uniswap-v3,TONCOIN-WETH,1068590,58.43227,,58.43227,-19.86995,76.83393,1.92497,213,Down,91.0,125a72e9-e1e9-409f-81eb-d0fb5718dd46
Solana,kamino-liquidity,BLOCK-SOL,235453,58.3945,0.0,58.3945,4.09317,30.69723,1.20031,192,Down,97.0,fd94b71f-2133-4200-93ac-170affa952a1
Solana,orca,SOL-$WIF,75814,58.3849,,58.3849,-36.99354,110.30709,3.33712,280,Down,75.0,65c7d8b1-0c94-4b1c-98e5-479b1b177e60
Base,uniswap-v3,WETH-ZRO,71117,58.37852,,58.37852,,61.70801,1.80781,94,Down,100.0,73ac9b2a-347e-428d-86b2-2a24426616fc
Base,uniswap-v3,PARADOX-WETH,20768,58.27322,,58.27322,,24.81302,1.01519,6,,,0fd2ddaa-56ea-4a57-ae39-1b83e5779d8c
Avalanche,uniswap-v3,COQ-USDC,25230,58.26813,,58.26813,-8.40894,21.93496,1.84472,177,Down,87.0,b4ba3058-7e36-4170-8c69-6dc14e6ec1b3
Ethereum,uniswap-v3,DAI-GLM,219848,58.2034,,58.2034,51.30222,7.79698,0.61654,576,Down,100.0,c97a9d0a-8153-4032-8f38-1c421b186edc
Ethereum,uniswap-v3,GLM-USDC,337832,58.10579,,58.10579,50.49798,8.90801,0.67262,556,Down,100.0,c28f2959-c876-4b2f-b48d-8b44909bbfa5
Solana,orca,GUAC-USDC,10251,58.05706,,58.05706,,49.54155,2.86423,480,Down,71.0,6f59cb54-6cb0-47f5-b3c8-7eb4a93c35e2
Starknet,nostra-pools,ETH-USDC,2874513,2.5756,55.38662,57.96222,13.02594,57.94321,0.7916,175,Down,50.0,b3c02911-94c0-41b2-8c8f-48ce97964109
Sui,cetus-amm,USDC-APT,29837,57.91191,0.0,57.91191,-27.63996,62.1286,1.30416,35,Down,92.0,65ac089c-835a-46c3-a228-e960bd05489b
Cardano,indigo,IUSD,59397066,,57.81,57.81,-33.41,27.15547,0.64335,203,Down,93.0,a8bdee89-d592-4ac5-812d-d016f08ee389
Ethereum,uniswap-v2,KAI-WETH,494150,57.73289,,57.73289,-85.23889,61.55624,2.56794,156,Down,84.0,944f2f06-ddd7-4ff2-a909-b5c863496573
Ethereum,uniswap-v3,GOHM-WETH,128526,57.71573,,57.71573,-60.78132,22.27551,1.52188,798,Down,99.0,7cc634a0-3a05-4340-b90c-59d31036889b
Ethereum,uniswap-v3,WETH-EUL,1078152,57.69842,,57.69842,51.91814,59.37532,2.61608,876,Down,85.0,afc1ab00-3a49-467e-9e3c-9dfe52f40dcf
Base,aerodrome-v1,AERO-TAROT,4670231,,57.69606,57.69606,3.06553,148.06525,1.39348,275,Stable/Up,64.0,0890964b-2a6c-404a-aa24-08210a0228a4
Ethereum,notional-v3,PTUSDE25DEC2024,1777507,57.64932,,57.64932,-49.76573,75.64515,0.60642,23,Down,85.0,cc4c1b22-f09c-40f8-acdb-c2f623189614
Ethereum,stakedao,THUSD-CRVUSD,175125,0.77,56.79125,57.56125,57.30125,17.19849,0.66235,122,Down,97.0,29bc4af0-8791-4717-a954-566dd52742be
Arbitrum,uniswap-v3,WETH-GRT,1724383,57.56084,,57.56084,-72.16934,43.94541,1.6787,342,Down,53.0,6f2ec10e-003b-47d5-9e58-a55ae5ef6497
Optimism,velodrome-v2,WETH-MET,690525,,57.51543,57.51543,-8.64637,120.49274,1.47884,495,Stable/Up,69.0,b044a04f-5e0c-439a-952a-fc1df699c925
Base,beefy,WETH-ZRO,61490,,,57.47682,-31.19229,64.90514,1.34922,55,Down,83.0,188ff5b5-f124-43d5-8a7c-0ff733f0c564
Base,uniswap-v3,WETH-CRASH,59896,57.39787,,57.39787,,222.44037,4.32012,92,Down,87.0,94381543-70ef-4e93-9523-3047ba402e9d
Cardano,liqwid,IUSD,200647,25.18706,32.2,57.38706,-34.55693,19.04136,0.47454,428,Down,99.0,141d116a-b7b6-4898-8acf-6e5888fad0e0
Arbitrum,beefy,WETH-USDC,286264,,,57.37023,37.59069,56.58947,2.80208,149,Stable/Up,63.0,32cf8182-1877-4429-abad-986af3f3ab46
Sui,turbos,FRED-SUI,23538,57.32607,0.0,57.32607,-275.09036,162.89151,3.02253,16,Down,82.0,77a7e95f-7e0d-4cb7-942f-33ef37ed2f04
Optimism,uniswap-v3,WETH-USDT,614618,57.31672,,57.31672,21.98978,30.34904,1.72606,840,Stable/Up,59.0,c480e171-174a-42cc-9d2a-efa3c3cd4f9a
Cardano,minswap,ADA-JPG,162083,19.2,38.09,57.29,-7.68,17.31475,1.70186,140,Down,97.0,818cc26e-42ee-4f66-9d0d-a9f444b21dbc
Optimism,velodrome-v2,WETH-WELL,128755,,57.19541,57.19541,-36.07679,97.94347,1.12328,84,Stable/Up,72.0,32def524-8028-4e9c-88c1-8db6efa80221
Linea,lynex-fusion,CLIP-WETH,51285,57.03362,0.0,57.03362,-18.52669,110.60797,1.73705,65,Down,76.0,9cefd5ac-2daa-4aa6-b192-3cbc81bd28fc
Solana,kamino-liquidity,JUP-SOL,4372055,57.0228,0.0,57.0228,-19.79641,44.51769,2.03571,275,Down,66.0,2311da1c-3d89-43cb-afdb-e19edfc01b1e
Base,harvest-finance,GENOME-ETH,1380014,46.84,10.16106,57.00106,36.37359,48.22689,1.14399,225,Down,86.0,63ffb0a3-9dd2-49f3-95f5-ee0a009d0419
Canto,canto-lending,ETH-WCANTO,326174,0.0,56.99924,56.99924,-0.78863,80.57093,1.69774,581,Down,57.99999999999999,2a9c668c-9430-4c8a-b7dd-ce1456859c80
Avalanche,joe-dex,WAVAX-PREDICT,101856,56.97718,,56.97718,,98.4931,3.40646,8,Stable/Up,66.0,d59694ea-5544-4dbe-974e-c5f3b5bf1bae
Venom,web3.world,WVENOM-W3W,36471,56.97,,56.97,-4.98,73.79182,0.79644,217,Down,73.0,3bf60f7e-79a9-4822-ba76-22178eacbe25
Solana,orca,USDC-NATIX,2995657,56.91361,,56.91361,53.49006,4.28802,0.39773,108,Down,96.0,c3ab80c2-cf7f-4500-b880-2e39d8c66f8d
Solana,orca,SOL-LPP,13849,56.90079,,56.90079,-1145.91639,16.69215,1.79973,241,Down,94.0,b686d932-3a9b-4625-85f5-739efe5ae0b7
Sui,turbos,FUD-SUI,877289,56.87214,0.0,56.87214,-80.17869,85.41124,2.39228,298,Down,90.0,cfaede2e-2941-4ee2-a018-6d1323bdd591
Solana,orca,SOL-BNB,300287,56.85579,,56.85579,-6.0096,50.85263,1.23125,145,Down,97.0,1d969a93-7051-49a4-99d7-f3470d26448a
ICP,icpswap,CKUSDC-ICP,651487,56.84054,,56.84054,13.53003,60.98449,1.08293,66,Down,85.0,8d70550f-b6b4-4b01-9885-878f69f3d690
Base,uniswap-v3,WETH-USDC,79355,56.83319,,56.83319,,31.80041,1.30764,34,Down,98.0,2541ed5b-65e0-401a-bde8-f261ba78817b
Polygon,steer-protocol,PKR-USDC,20200,56.82,,56.82,3.96,56.12213,1.98491,405,Down,92.0,9c0a8b4e-f782-40cd-9ec3-f6d1773f9664
